,state,Satisfaction,text,sent,emotion
1191,Arizona,4,We would love to see the times shifted from 55-minute classes to 65-minute classes with the same 25 minutes between classes. That would make it so that All classes started either on the hour or half-past AND would give just a little more time for the presenters - they always have to rush and often can't finish their material.   8:30 to 9:35 am + 25 minutes between 10:00 to 11:05 am +25 minutes between 11:30 am to 12:35 pm + 25 minutes between 1:00 to 2:05 pm + 25 minutes between ...etc.  There were 13 of us in our group and we unanimously thought this would be an AMAZING schedule!,positive,joy
1192,Utah,5,Being able to attend more,positive,positive
1193,North Carolina,5,"I would like some classes about gardening, good contemporary literature, aging gracefully, current research in brain science etc ",positive,positive
1194,Utah,5,Meeting new friends and wealth of experience ,positive,positive
1195,Utah,5,More seating for popular classes,positive,positive
1196,Utah,5,Maybe more time between classes to ponder what was just taught. It is a lot of information and you want to attend as many classes as possible but maybe a longer gap between. But other than thought it was great!,positive,trust
1197,Colorado,5,More parking advice ,neutral,neutral
1198,Utah,5,Parking,neutral,neutral
1199,Texas,5,Great speakers,positive,positive
1200,Idaho,5,"Don't put any of the classes at the Conference Center I guess you can, but it's just so far away from literally everythiny",negative,negative
1201,Washington,5,If David Butler and TJ Moore taught classes.,neutral,neutral
1202,Arizona,5,It was wonderful to choose where to go with the Spirit of the Lord.  It was great to sit in class and focus on gospel teachings.  It was wonderful to be with people I know and also go off on my own.  I loved the variety of the classes.  ,positive,trust
1203,Wyoming,5,,neutral,neutral
1204,Utah,5,I am a sealer in the temple and many of the discussions complemented that calling,positive,positive
1205,Utah,5,an amazing experience every year.,positive,positive
1206,Utah,5,Cheaper tickets,positive,positive
1207,Utah,5,If things were more affordable at the Bookstore,negative,negative
1208,California,5,"Actually… Every Facet of Ed Week is so well organized, that I cannot think of  any area  that needs improvement. ",positive,positive
1209,Utah,4,"Less Construction-but not much you can do about that.  Hate being asked to move into the center.  Should know which door will be the exit and ask people to move to that side- if at all.  Also require people to use that exit.  Many times we waited to go out the correct exit and then had to wait for people that were allowed to incorrectly use the entrance door - very unfair.  Or allow everyone to use whatever exit they want(Why Not?)  People coming in could always wait in line away from the exits.  Plus I know you tell the presenters to not allow questions and comments.  We agree because the venues are too large, we came to hear the presenter, plus overflow and most everyone else can't hear what is being said.  However we attended many lectures where the presenter allow/encouraged questions and comments.  Not fun.    ",negative,negative
1210,New Mexico,5,Fish and smoothies at the Cannon cafeteria  and serve lunch until 2:30 when you have popular presenters at 12:00.     ,positive,trust
1211,Nevada,3,Classes were too crowded,negative,negative
1212,California,5,More room in the classrooms; feels like a competition as to who can get there first and save seats. ,negative,negative
1213,Utah,5,Nothing,neutral,neutral
1214,Arizona,5,"  So many of my top picks for presenters are scheduled during the same exact time slot. And then there are open slots in the afternoon with very few similar choices.  Overall it was amazing, though!  Also, I propose adjusting the times from 55-minute classes to 65-minute classes with the same 25 minutes between.  That way, every class will start either on the hour or at half-past like this:  8:30 to 9:35 (25 min between)  10 to 11:05 (25 min between)  11:30 to 12:35 (25 min between) Etc... ",positive,trust
1215,Utah,5,"Nothing.  I truly have been attending Education Week since I was a youth, every year it just keeps getting better and better.    Thank you so much.  ",positive,joy
1216,Utah,4,I wish there had been some classes on LGBT issues. Something all are needing these days.,neutral,neutral
1217,Utah,5,I have missed the musicians such as Marvin Goldstein/ Vanessa Joy.  I’ve also missed having Chef Brad there. John Hiltons class where he tied in The Chosen was as phenomenal. I hope he can have a repeat next year… in the Marriott Center.,neutral,neutral
1218,Utah,5,Great presenters with interesting topics,positive,positive
1219,Utah,5,It is always a spiritual highlight of the year for me. The presenters are well qualified for the topics they discuss. The technology is always first rate allowing me to easily follow the concepts.,positive,trust
1220,Utah,5,It was marvelous! Thank you. My first time. ,positive,joy
1221,Utah,5,Class location in the Marriott Center was a priority.  I knew I would always be able to get a seat because the venue is so large.  I hesitated to go to other classes around campus because I didn't want to waste a trip in the heat.  Love the classes in the Marriott Center.,positive,positive
1222,Virginia,5,Parking was tricky. We ended up parking in the stake center across from campus on 9th East. And it looked like we were not the only ones. ,negative,negative
1223,Utah,5,"It is totally unreasonable to not allow food and drink in the rooms. We are adults. You don't have time to buy food and gobble it down and make it to the next class.  You should tell instructors - especially Curtis Jacobs - to stop wasting time harping on participants taking pictures. I didn't take any, but I found him so incredibly condescending and annoying by bossing adults as to when they can or can't, should or shouldn't, take photos. He needs a chill pill.  The lines in the BYU bookstore were so incredibly slow during the breaks!  ",negative,negative
1224,Washington,5,Not sure it is possible but it would be nice to know if a session will be audio or video recorded to be on InspireED so that you could attend other sessions that might be at the same time. ,positive,positive
1225,Oklahoma,5,Gave me alot to think and reflect upon. And even to change in my life ,positive,positive
1226,Nebraska,4,,neutral,neutral
1227,Utah,5,"I enjoyed the classes and the opportunity to dive deeper into scripture topics and other important topics regarding family, mental health, etc.",positive,trust
1228,Utah,5,,neutral,neutral
1229,Utah,5,Larger classes,neutral,neutral
1230,Utah,4,The hosts in the Ballroom at the student center were cold and not kind.  My husband was told to move and before he got up she stood in front of him and unkindly forced herself in his way before he could even respond.  He had a stroke a few years ago and needed time to stand and move.  She was unkind and wouldn’t get out of his way.  ,negative,fear
1231,Arizona,5,"For older seniors, perhaps having carts available between buildings or further distance buildings.    The shuttle was fantastic for much greater distances.",positive,positive
1232,Utah,5,"Refreshing, enlightening and invigorating. ",positive,positive
1233,California,5,some better food options beyond fast food would be good,negative,negative
1234,Arizona,5,"Maybe some career description classes for the youth section, including their respective education needs.",neutral,anticipation
1235,Colorado,4,"I had a hard time getting where my classes were and then walking back to dorm . I was told there would be help never saw any help.I will not be able to return, as it was too difficult with all the walking.",negative,fear
1236,Utah,5,I enjoyed all the classes that I attended and am particularly happy that I learned steps to help me facilitate the kind of change that I need to make in my life.,positive,positive
1237,Utah,5,More time for lunch & dinner,positive,positive
1238,Utah,5,"It was an incredibly uplifting, spiritual experience. ",positive,positive
1239,Utah,5,I would appreciate it if the date changed.  Most Utah schools start the same week. ,positive,trust
1240,Arizona,5,,neutral,neutral
1241,Utah,5,Have similar type of classes in the same building or within close proximity.,neutral,neutral
1242,Alabama,5,The ice cream despenser was broken all week in the Cannon center.,negative,negative
1243,Utah,5,The Chosen class being in the Marriot  ,neutral,neutral
1244,Utah,5,I learned a lot about the scriptures ,positive,trust
1245,Texas,5,Can't think of anything. Weather was even perfect this year.,positive,positive
1246,Utah,4,"more shuttle vans to get to the classes that are farther away - I waited 25 minutes for the shuttle and ended up missing half the class. Not sure how presenters are selected but a few were really not up to par and I left the class early, usually along with others who felt the same way.",negative,negative
1247,Utah,5,A more detailed synopsis of what each session will be about. Often a session was not what I thought it would be based on the title.,neutral,anticipation
1248,Utah,4,"More classes about various life skills, do NOT allow people to save seats within 10 minutes of the start of a class (I know this is published but it usually is not enforced), give Tyler Johnson a larger classroom :-)",negative,disgust
1249,Utah,5,Being able to search for classes based on subject,neutral,neutral
1250,Utah,5,"I would love to have access to the information given by the Young Men and Young Women leaders this year. While I took notes, it would be so helpful to be able to refer the other presidents in our stake to the full content of those messages.",positive,trust
1251,Oregon,4,"More parking available for Education Week participants, dynamic presenters in every class.",positive,positive
1252,Wyoming,4,"I would appreciate some groups to interact with and meet such as a hiking, running, yoga, or pickleball group to have some fun while breaking in between sessions. Also, I wish there was WIFI in the dorms. I usually like to get up early and read scriptures without any interruption. Please make it available next time. Also, Jamba Juice ran out of carrot juice for two days and I live off of fresh veggie juices, carrot being one of my favorite. You should either replace Jamba with a juicery, or make sure you're well stocked so you don't lose business. I wish all the talks were recorded so I could access them. I missed out on a whole day trying to find my missing fanny pack purse for six hours checking all the lost and founds, and losing my water bottle along the way had to go back which is why it took me so long. Anyway, my $100 YETI water bottle was almost thrown away luckily I didn't leave it on the counter of the lost and found downstairs in the Wilkenson. I have a heart condition and need to stay well hydrated which is why I carry around a huge YETI. I would have been even more devastated had I left it there at the lost and found while looking for my purse and the the girl saying it's policy she would not give back the water bottle but throw it away. Luckily I left it in the garden area lost and found and they gave it back to me right away when I went back.",negative,sadness
1253,Ohio,5,A better youth dance,positive,joy
1254,Utah,5,I would love to get there more than one day. ,positive,joy
1255,Georgia,5,Having classes in appropriately sized rooms. Bring Handout packets back. Or allow/encourage teachers to distribute handouts. QR codes work.,positive,trust
1256,Outside of U.S. and Canada,4,"The first day, there was a long line to get badges in the morning, and I missed a class.  Please hire temporary people for the Monday and Tuesday mornings.  Also keep separate lines for badge pick up (faster) and on-site registration.  ",negative,negative
1257,California,5,"Family in Lehi, Logan and Roy",neutral,neutral
1258,Utah,5,,neutral,neutral
1259,Utah,5,Pay for me to miss work.,negative,negative
1260,South Carolina,5,"Closed caption on the Jumbotron, PLEASE!!! Closed caption for the speakers if possible! I’m not deaf, I wear hearing aids but it only helps a little  Thank you so much ",positive,trust
1261,Texas,4,I would have attended an evening or two mingle for widows and widowers. I would like that option.,positive,positive
1262,Utah,5,Some of the hosts were pretty adamant that you not go in certain doors but then when you stood in line others were getting in. The hosts held you back a little too long. I realize they were trying to keep order but it was a problem.,negative,negative
1263,Utah,5,,neutral,neutral
1264,Arizona,5,"Because of my age I needed to use the shuttle, we were not sure where some of the stops were, it would be helpful to have bright colored signs signifying the line color that could be seen from a distance.",negative,negative
1265,Nevada,4,Having the shuttles go to all areas of campus where there are classes! The JKB and Hinckley bldg were very hard to get to for my friend who has a bad knee! We weren’t able to choose the classes we really wanted to go to because of that.,negative,negative
1266,Utah,5,"It has helped me to know Heavenly Father and His Son, Jesus Christ more deeply. It has strengthened my testimony. It has given me ideas of study areas in the Scriptures. It has helped me with my family interactions. It has helped to buoy me up in this difficult time for my family and for this nation of America.",positive,trust
1267,Utah,5,I was very pleased with all the things that you had set up and the devotional and all of the people that were at the Marriott Center that you could sit and listen to I was forever be grateful for the opportunity to just be there,positive,positive
1268,Utah,5,"Give a lunch break. Maybe move the final class session during the second of last session, it seems there is a lot of spare rooms during the last two sessions. ",neutral,surprise
1269,Utah,5,It is an absolute Spiritual High!  ,positive,positive
1270,Utah,4,"My spouse needed a ride each day, so I came along",neutral,neutral
1271,Utah,5,Move Casey Griffith and Scott Woodward to the Marriet Center. ,neutral,neutral
1272,Utah,5,I can’t think of anything that would improve my experience ,negative,negative
1273,Nevada,5,More Michael King! He was awesome!,positive,positive
1274,Arizona,5,It is very hard to hear when the teacher asks questions or engages with the front two rows.  I like the policy of attendees not to ask questions.  ,negative,anger
1275,Louisiana,4,Classes up in CONF was quite the hike… especially as I had a class that was full I needed to get to down at the MARB. I hated having to leave one class early to have time to get to the next.,negative,sadness
1276,Nevada,5,"Joseph D Cochran, Kenneth Alford, and Mike king were all very good. More of them please. ",positive,positive
1277,Utah,5,Nothing.,neutral,neutral
1278,Utah,5,Bigger classrooms or more overflow rooms,neutral,neutral
1279,Utah,4,More variety in subjects,positive,positive
1280,Utah,5,"Cost, great classes, and time together ",positive,positive
1281,Utah,5,Hard to get around to some venues at our age. I don't have a suggestion but closer you can many of the venues the better for us.,negative,negative
1282,Utah,5,It is hard to get in and out of the shuttles for those of us that have knee issues or eye issues. The little stool to stand on is so scary to step on. I panic each time I do it.  Bigger and sturdier stools would be helpful. The women bathroom lines can get ridiculous. Worse part of Education Week!,negative,negative
1283,Oregon,4,"Provide guidance to instructors to take questions ONLY at the end of their presentations. The same request could be made of attendees - save questions for a Q&A time at the end of class.    I attended several where the time was consumed by answering questions of individual - not general - interest.  And frequently the answers were forthcoming as the presentation progressed.  Frustrating.  You know that type of individual; there are several in every class.  So when the hosts welcome participants and tell them not to bring food into the classroom, have them set the expectation that questions will be answered at the end of class.  ",negative,negative
1284,Utah,5,Descriptions for the classes on the program or app. The titles can be confusing or misleading. ,negative,negative
1285,Arizona,5,It was wonderful,positive,positive
1286,Utah,5,"Maybe put out some nice, modern, high quality porta-potties between the buildings that have the classes. ",positive,positive
1287,Utah,5,I wish there were more places besides the Marriott center where we could eat during class.,negative,negative
1288,Idaho,5,"Perhaps have the classes be a little bit more interactive, instead of just one way lectures. Also, it would be a blessing to have another class or two that is geared to helping those serving as disability specialists in the ward or stake.",positive,trust
1289,Idaho,5,I wish I could take more classes that are taught at the same time.   ,negative,negative
1290,Utah,5,More food places to eat. The lines are so long for Costa Vida and the places at the Marriott,neutral,anticipation
1291,Utah,4,A NEIGHBOR INVITATION    JUSTLIKE THE OTHER TIMES I ATTENDED.,neutral,neutral
1292,Utah,5,"Being taught by skilled and informed presenters on such a variety of topics gives me ideas to enlighten, concepts to dive deeper into, and new goals to work on.",positive,trust
1293,Utah,4,More information about the presentations so I have a better idea of what they are about and if I will like them.  Please move the BYU Athletics (Tom Holmoe) presentation to a larger venue. Every year it is full almost as soon as the doors open. You could probably fill the WSC ballroom.  ,positive,trust
1294,Utah,5,I enjoy interacting with others and learning.  The positive atmosphere is a boost for the year. ,positive,positive
1295,Texas,5,I could have used more people out on the campus to give directions to the different buildings,neutral,neutral
1296,Utah,5,,neutral,neutral
1297,Utah,5,The classes were excellent and the hosts were so welcoming that I was shocked to be fined $75.00 for parking in what I thought was a small car space. Driving has become so stressful that I don't think I can do it again after 40 years. I am looking for alternatives.,negative,negative
1298,Utah,5,"Has given me ideas on things I can do to improve myself in the future. I attended classes about  spiritual growth, physical improvement, political information and many more I feel very well rounded.",positive,positive
1299,Maryland,5,No suggestions. It was all great for me. ,positive,positive
1300,Utah,4,"More presentations on missionary work. More presentations on gathering Israel. Speakers that don't ""phone it in"" because they've done these presentations so often. More interactive sessions--almost workshop-like (but without breaking out into ""teams""). More repeating of presentations in case I couldn't see it in the one time it was offered. Would be great to have more skills-based education/training to choose from. ",positive,trust
1301,Colorado,5,I know that more mothers could attend if it was held earlier in August.  ,positive,positive
1302,Georgia,5,Having signs outside the buildings on the lawn to let us know the name of the buildings we are passing or where we need to go.,neutral,neutral
1303,Oregon,5,"More parking would be amazing.  During some of the finance/investment/retirement classes, numerous class members asked questions about their personal financial situation which the instructors took time to address.  It would be nice if the instructors would take questions at the very end, if time allows, and give the full presentation they prepared.  .  ",positive,trust
1304,Utah,4,It would be nice to have the option of buying a parking pass permit for the week so we could park in one of the numerous empty BYU parking lots. ,negative,negative
1305,Arizona,4,,neutral,neutral
1306,Utah,5,,neutral,neutral
1307,Texas,5,"Move John Hilton iii's class, Coming Closer to Jesus Christ through The Chosen in a bigger room.  We had to attend the class before, which we were not interested in in order to get a seat for John Hilton iii's class. ",neutral,neutral
1308,Utah,5,* The best teachers were hard to get into since the rooms would completely fill up. We went to the class before Brother Braithwaite so we would for sure get seats for his class. We went to the bathroom in between classes and they moved our stuff to the floor and gave our seats away because they said “no saving seats.” It was stressful all week feeling like we couldn’t go to the restroom between classes or we’d loose our seats and not be able to attend the class. * Blaine Stewart and Merrilee A. Boyack both taught inappropriate things and false doctrine. We felt very uncomfortable and left their classes early.,negative,negative
1309,Utah,5,"I may take more classes in one certain area, to avoid the long walks from the north end of campus to the south end of campus",neutral,anticipation
1310,Utah,5,"More shuttles, although it seemed you had more this year, and it was better. ",positive,positive
1311,Utah,5,More Avram Shannon’s and Joseph Spencer’s,neutral,neutral
1312,Arkansas,5,,neutral,neutral
1313,Washington,5,Larger rooms for those popular speakers,positive,positive
1314,Utah,5,Nothing. It’s great!,positive,positive
1315,Utah,4,"The fire alarm went off and I wasn’t able to listen to my favorite… Casey Griffiths… the Wilkinson center had also got a “new” credit card system and several of us couldn’t get a drink because our cards didn’t go thru. Also Susan E Black wasn’t there. I only was able to go Monday and everything I did … didn’t go the way I planned…. We were also going to eat lunch in the sky room and because of the fire we weren’t able to go there😳🥲 I was sooo 😞 sad. I am going next year , I’m hoping to have a more relaxed, fun time. I know it wasn’t One persons fault … it just was disappointing.",negative,fear
1316,Tennessee,5,Being able to eat in class. Having it earlier in August so my kids could come.,positive,positive
1317,Utah,4,Have signage in the courtyard and sidewalks pointing to various buildings.,neutral,neutral
1318,Utah,5,Maybe longer class times but it all seemed to go well.,positive,positive
1319,California,5,I would like a little more time between classes otherwise it was fantastic,positive,positive
1320,Utah,4,The food at the canon Center was over-priced and mediocre. Really trending downward rapidly.,negative,negative
1321,Arizona,5,"Heritage had very firm beds, and the fitted sheets didn’t stay in place nor did the mattress pads.  Also there was no bath mat, which was slippery after showering.  I wish there were more breakfast choices in the WSC.  Also, some teachers were popular and their rooms filled up everyday.  It would be nice if rooms could be switched to accommodate teachers in high demand and maybe trade with those with less attendance ",neutral,anticipation
1322,New Mexico,5,,neutral,neutral
1323,Utah,3,"This is probably my 11th year attending Education week.  I was disappointed with some of the speakers this year, unlike years passed.  I felt like the topic that was listed for some of the classes was not accurate and teachers did not cover that material.  It was my first year attending on a Monday.  I wondered if this made the difference.  One of the teachers in particular seems like she should perhaps retire.",negative,negative
1324,Utah,4,More variety and new topics  I miss having Marvin Goldstein Have you considered asking The Piano Guys and/or Ryan Shupe and the Rubberbands come to do a session or entertainment?,negative,negative
1325,California,4,"more detail about each class, so i can choose the classes most applicable to my goals etc.  also, some way of sharing the class details electronically, which would make the material easy to apply and use, rather than me taking notes and photos ",negative,negative
1326,Utah,5,More available parking. ,positive,positive
1327,Idaho,5,Have majority of classes closer together.,neutral,neutral
1328,Arizona,4,"Personally, I would like the non-religion professors to talk more about their field of expertise and of course with a restored gospel perspective.  I think Uwe Kackstaetter does an excellent job of doing this.  Also, some of the the instructors who don't work for CES don't teach much about the scriptures behind their message.  I find their messages to be supported by scripture after scripture, but if you were to ask them to reason together with the words of scripture, they can't do it.  I see this especially if they are talking about the ills of this world that are increasing and troubling and how we should act as disciples of Christ.  So I think they should be encouraged more to show us, ""Here's the doctrine or commandment right here in the scriptures.  Why are we not following it like we could or should?",neutral,neutral
1329,Utah,5,"more parking, seating to match popularity of lectures",neutral,neutral
1330,Oregon,5,I would like to see staff and helpers in same color shirt for easy identificaion,positive,trust
1331,Utah,5,Realtime parking openings in the app,neutral,neutral
1332,California,5,"Better keys to the Heritage Hall, David John.  Many did not work.",negative,negative
1333,Utah,5,Being on campus and learning,positive,positive
1334,Utah,5,Great,positive,positive
1335,California,5,The classes were great! Please put John Hilton III in the Marriott Center. ,positive,positive
1336,California,5,"Education week is the one week of the year when I take time for myself and dedicate time to ""filling my spiritual bucket"".  It has been an inspiration and builds rays of light in my testimony.  ",positive,positive
1337,Utah,5,Presenters ,neutral,neutral
1338,California,5,,neutral,neutral
1339,Utah,5,Renewed desire to participate in the gathering of Israel,positive,positive
1340,Utah,5,Many great ideas for self improvement and ways to understand others ,positive,positive
1341,Utah,5,NEED FOR SPIRITUAL REVIVAL ,neutral,neutral
1342,Idaho,5,Class locations,positive,positive
1343,Utah,4,Food at Cannon Center was not nearly as good as last year. Don't like the emphasis on healthy choices and less variety.,negative,negative
1344,Utah,5,It was an amazing experience and it filled my soul!,positive,positive
1345,Utah,4,"Increase number of Parking space Increase number of shuttle especially for handicapped guests.  Increase number of shuttle stop such as stop at Turner building, Hinckley building, and dorms.   More class for healthy life style.  ",positive,positive
1346,Tennessee,5,Having more time ,positive,positive
1347,Utah,5,Do a little homework on that Jared Halverson guy so he gets a ballroom venue. :) I was a little surprised that the planners were caught off guard. He has a huge listening body and it seemed like a no brainer he would have a large space. He should have been a WSC Ballroom or Marriott Center speaker. ,negative,fear
1348,Utah,4,"A big push was made to use a QR code to register.  As an older participant, I would have appreciated more than just one person available to help those of us who prefer the old-fashioned way.",positive,trust
1349,Utah,5,,neutral,neutral
1350,Utah,5,,neutral,neutral
1351,Idaho,5,Spiritually uplifting; excellent teachers with insight and great communication skills. Looking forward to next year already! Great opportunity for family reunions.,positive,trust
1352,Indiana,5,"I have attended many other years and was very disappointed that you have abandoned the EXTREMELY HELPFUL practice of putting out the nice white and red signs naming he building clearly. When I told the staff at Ed week about my concern they said it was BYU policy now.  I wish to tell you that it is a CRAZY policy to try to give up the great convenience to students in unfamiliar places that these signs provide for nothing more than  preserving a slightly more dignified look on campus.  It is CRAZY because the campus already looks totally un-dignified with all the huge construction projects going on. These signs would not hurt anything and should be reinstated. People are moving between classes trying to not be late and they have to walk extra distances to confirm the building names by looking for the tiny signs near doors. On top of this, what other kind of visitors are on campus during ED week who would be disturbed by the not-totally-sedate signs? This is not the week to invite prestigious visitors to evaluate the campus.   Please fix this for next year. ",negative,sadness
1353,Utah,5,Motivated me to go and do! ,positive,positive
1354,Utah,5,Classes by Hank Smith and John Bytheway and Michael Wilcox. More seating at John Hiltons class on the Chosen.,neutral,neutral
1355,Utah,4,More consistent shuttles.,neutral,neutral
1356,Utah,4,"I learned the hard way that I should have either  - assessed my emotions better before choosing my classes or  - attended classes with my husband. Why? Because I was more emotionally fragile to have gone to a class about emotional health, and had to be helped out to regain my composure (couldn't stop crying).",negative,sadness
1357,Tennessee,5,"Several classes needed to be held in the Marriott Center so that everyone can attend.  (John Hilton III, Jared Halverson).  Several that were held in the Marriott Center should remain there (Anthony Sweat, Tyler Griffin- but maybe only for one hour block so that others can also use that venue, General Auxiliary Presidencies, Steve Young, etc.)  FYI--Because of the popularity of some classes, for example John Hilton III, the class beforehand in the same location would fill up in order to reserve a seat.  The one before Brother Hilton's class was Andrew Skinner.  I spoke to 8 different people who thought he was a terrible presenter, but were in the Wilkinson Ballroom anyway to have a spot for the following class.  I know that your hosts were counting attendance, but I think that it won't give an accurate representation of what the attendance would be if he weren't directly in front of Brother Hilton's class.  ",negative,negative
1358,Utah,5,Nothing!,neutral,neutral
1359,Arizona,5,My husband and I would like to come together and actually room together on campus.  We would appreciate it if you would make at least one of the Helaman Halls available for married couples.  It is hard to have him sleep in one hall and I sleep in another hall.  ,positive,positive
1360,Utah,5,It definitely gave me multiple ideas of things I would like to improve about myself in multiple areas of my life.,positive,positive
1361,Utah,5,If the app would update changes in class locations. And if the app could indentify which classes are geared for the youth. ,neutral,neutral
1362,California,5,sometimes it is hard to get into particular classes especially later in the week when the word gets out. ,negative,negative
1363,Utah,5,I really enjoyed every single class. What made me feel Very uncomfortable was the AC. I froze in each class!🥶,positive,positive
1364,Utah,5,"I did not love the Writing Lessons class (taught by Sister Eerdman). Although she was so nice and full of energy; nothing against her personally... its just that she spoke WAY TO FAST!!! It was very hard to follow her at times and there was so much talking that she left no time to ask questions or implement writing techniques. There wasn't actual ""writing lessons"" as advertised. Which was ok, but I was hoping for a different kind of hands on learning. Again, she spoke so fast, I ended up not finishing the class after the first 2 days.",negative,negative
1365,Utah,5,,neutral,neutral
1366,Washington,5,Mobile walkways.  I did a lots of walking.,positive,positive
1367,Washington,5,I left campus feeling so good about the gospel of Jesus Christ and my life!,positive,trust
1368,Utah,5,,neutral,neutral
1369,California,4,"Having the classrooms colder, every session was hot. ",positive,positive
1370,California,5,More food options around campus so it’s easier to grab and go ,positive,positive
1371,Arizona,5,"Food access. The food at Marriott is good, but could be better. Too much sugar. Not enough salty snacks. Good job on charcuterie box- could be better. Brownie packaging is a great fail. Cannot carry across campus. Staying in Helaman halls, breakfast too far. Breakfast parfait at Marriott not enough fresh fruit. At the tent near Wilkinson, great salads selection, but forced to have a cookie. What about an apple or an orange? The popcorn at the Marriott was stale. For the evening performance. ",negative,fear
1372,Virginia,4,"Shuttles are important for education week participants. It would be helpful if they could stop at buildings along their route. For example, a ride from the Conference Center to Hinckley Building instead of Conference Center to way past the HB. Carving out the bus stop might be the biggest issue.   Parking. It’s a problem during Education Week. A parking garage over the Marriott Center, MOA & WC, parking lots would help a lot.   Education week was outstanding and we are grateful we could be a resident for the week at Helaman Halls. ",positive,positive
1373,Utah,4,"Better screening for presenters. I don't know what the screening process is, but I was shocked by a few presenters.",negative,negative
1374,California,5,To consider having a theater view available again in the Wilkinson Center area for the Tuesday devotional for elderly and disabled attendees unable to make the hike to the Marriott center or struggle with stadium seating. ,neutral,neutral
1375,Oregon,5,,neutral,neutral
1376,Utah,5,I had many opportunities to learn about a variety of subjects I have been wanting to learn about for a while. I have already had several opportunities to apply the things I learned at education week as well! I took a class about nutrition and have been using the things I learned in meal planning and cooking the past week. I took a different class and learned about the difference even one person can make in their community through service and felt specific actions I could take in my own community and have been able to look at opportunities on JustServe and have visited the temple and helped in my family more as a result of that class. I really loved elder Andersen's devotional as well. I have been thinking about the things that he shared and that I learned and it has been a blessing to me. ,positive,trust
1377,Utah,5,I absolutely love Tamara Fackrell’s classes and our wedding anniversary falls each year during Ed Wk.  We usually attend her marriage class on our anniversary.  It’s a fun tradition.  This year I was sad all her marriage classes were only on Monday.  I would love to have one to attend during the week with my spouse. She’s amazing.  :),positive,joy
1378,Utah,4,In the Marriott Center use cameras on the above screen so we can see the presenter like in the past.  Also improve sound quality.,positive,positive
1379,Arizona,5,Can't think of anything! Just hope I can continue to do the walking every year....I averaged 5 miles each day :),positive,trust
1380,Arizona,5,"Consider providing presenters with head/face style microphone option for presenter to use in addition to tie/shirt microphone option.   Ensure presenter reference materials, books, etc., are solid, good option for LDS members.",positive,positive
1381,California,4,Some classes were a little far,negative,negative
1382,Utah,5,,neutral,neutral
1383,Utah,4,Too much walking!  It is a full mile to walk from the Marriott Center to the Joseph Smoth Building!   Place your classes closer together!!!,neutral,neutral
1384,Arizona,5,"The Sky Room buffet lunch on Friday was disappointing.  Also, there was no mention in the Sky Room advertising that you needed reservations.  We just happened to get in without them, but others were turned away.  ",negative,negative
1385,California,5,Maybe healthier food choices on campus?,neutral,neutral
1386,Utah,5,Paper handouts ,neutral,neutral
1387,Arizona,5,"Access to the kitchen area. It would be great to have somewhere to sit, better WiFi and refrigerator.   Ryan Eggett needs a much larger room!!",negative,disgust
1388,Oregon,5,"It would be helpful if the paths around construction were better highlighted. We understand construction is necessary, but a little foresight and consideration could help channel the crowds around and away from the construction. ",positive,trust
1389,Oregon,5,Shuttle service higher up to Heritage.  Noise control from the Ballroom.  Room 3280 is interrupted by laughter and clapping above the speaker.,negative,sadness
1390,Utah,5,Desire to learn more about the scriptures and some of the research going on with the scriptures and family history.,neutral,neutral
1391,Utah,5,Bigger rooms for the classes that need multiple overflows. It seems every year the biggest classes are marriage and intimacy classes which are always too full and have overflows. Also popular speakers like Brother Hilton need the Marriott center because the ballroom is too small for his crowd. ,negative,negative
1392,Utah,5,Nothing… it was great,negative,negative
1393,Utah,5,,neutral,neutral
1394,Utah,5,"After our first year, 3 years ago, I vowed to never miss another Ed week if at all possible.",positive,positive
1395,California,5,Having everyone raise their hand if there is a seat empty next to them is much better than trying to get everyone to move to the center before class begins. ,negative,negative
1396,Utah,5,The information that I've received has added to my testimony and witness of the reality of the restoration of the gospel in the latter-days.,positive,trust
1397,Arizona,5,"Have the presenters thst I have learned brought back.   Michael Wilcox, Olanzo Gaskell, Richard Hozaphel, Brad Wilcox etc",neutral,neutral
1398,California,5,"Was it important to rate each presenter each day for each classes ? I didn't do that.  Also,  was there a way to construct an electronic bulletin board for a group of attendees ? Just a thought.  ",neutral,anticipation
1399,Virginia,5,"More chocolate milk in the vending machines. 😂 Actually, please put Jared Halverson in a bigger room.",neutral,anticipation
1400,Utah,5,Friends were meeting there.,neutral,neutral
1401,Utah,5,I registered before the deadline but did not receive my pass by mail. I missed the first class because of that. It was one of the classes I especially wanted to attend.,negative,negative
1402,Utah,5,Everything was great!,positive,positive
1403,Utah,5,I had a wonderful time learning and growing in the gospel.  I loved being on the BYU campus and experiencing the peace and beauty I felt there.,positive,positive
1404,Utah,4,Give the most sought after class to the largest room.  Jared Halverson was so hard to fit into without going to 3 overflow rooms.  ,negative,negative
1405,Kansas,5,Learning from my experrience this year,positive,positive
1406,Utah,5,Everything was great.,positive,positive
1407,Utah,5,It was a wonderful week of bonding and joy for my husband and me.  We also enjoyed running into friends we haven’t seen for decades.,positive,joy
1408,Utah,4,"Have some of the popular classes during more than one block of time or have a recording that paying students can watch for a 1 or 2 week period so they can truly get in all the classes that interest them.  .  Example, at 9:50am there were 4 classes I wanted to do but had to choose 1.    At 1:50pm there were none that I really wanted to do.  ",negative,fear
