,ResponseId,Q16,sent,distil_bert_sent
524,R_3zGchL7Hh9WNfLI,"Maybe not have the McFaddens?  Sister Mac's demanding that apostle attend her son's funeral was a bit over the top?  We should all expect miracles in our lives but if don't get what we want, does that mean that we are any less loved than her?",-1,0
525,R_6PTqYnbeG3uCbft,"1) The biggest way these conferences can be improved, both from Nauvoo 2023 and Denver 2024, is MORE GROUP ACTIVITIES. Last year in Nauvoo, so many people were walking around alone because they didn't have a group to do things with, like tour historic sites. Yes we had groups, but they didn't organize anything for our free time. In Denver this year, I would have liked to have more group activities like EFY or like Nauvoo last year. End our day with group reflection. Do group get to know you activities. The only time we got together in groups was for testimony meeting. After testimony meeting, everyone said they wish we would have met our groups sooner. I did like how this year groups were by age, so 31 year olds weren't with 18 year olds. Even though I am local to Denver, I didn't have many friends there. I found myself wandering alone at times, wishing I had a group I could be with. For free time, nightime activities, the activities during our non-temple day, during our dance. Lots of people went there alone wanting to meet people, and they mostly stayed alone because there were no groups. There were also girls and people I wanted to meet, but they were with their group or friends the entire time so it was hard. Assigned groups splits up existing friend groups and forces everyone to meet new people.  2) Better communication beforehand. I realize this was the first conference of it's kind and there was a lot to workout. But we didn't receive much communication until about a week before the conference, which would have made traveling hard if I wasn't local. When I registered it sounded like only people from far away would get to use the dorms. Then later it said everyone could use the dorms. Signing up for the temple was also not communicated well. At one point I was sent an email with a Google Form to sign up for the day and time I was going to the temple, but I didn't even know the conference schedule yet. Then in the end, we got assigned a day.  3) Communication during the conference. The GroupMe was great! However, some things were not clear. Like which classes were which day, where they were located, and how to get to those buildings. After our morningside devotional we were dismissed to go to our classes. Apparently the class options were posted on instagram, but I don't have Instagram. No announcement was made about what the classes were or how to get to them. Also it wasn't clear what day I was supposed to go to the temple. I knew my group number, but not which day that group number was supposed to go. ",-1,2
526,R_7CgoZRznNXx4FZX,It was a great experience. I don't know how it could be better.,1,2
527,R_7HcxTRAkCdKRvxW,,0,0
528,R_5oqnURvD6eJR3Bn,I canât think of any at the moment.,1,2
529,R_5Q0nFwQyzTqGDI5,"1 Getting the conference schedule out before the conference  2 I think a 1 hour Q&A on Gospel topics would be really great- Especially if you welcomed some hard questions. Among the friends I have that left the church, the thing that often pushed them over was that they didn't feel comfortable asking their questions to church members, or when they did ask they got criticized about their faith.  ",1,2
530,R_3RXovw2nC7xfnhC,,0,0
531,R_7QLMGpsMzcSB1IZ,I really donât have any suggestions! I think that the whole conference was incredibly.,-1,0
532,R_5Ii7UOKFzGJ7GhY,,0,0
533,R_6EWl6fKT9zFvk14,,0,0
534,R_6XfqTgyhQrn9JPH,,0,0
535,R_6mVqFc0XkCIxciq,,0,0
536,R_6wKB7eRp51Z9LXP,,0,0
537,R_50tvSJTQ3oi6Edb,,0,0
538,R_7PB3ARua2zjnMwf,,0,0
539,R_7pMS1bSpd73I50o,,0,0
540,R_3W1PhAmSU0N0hxL,,0,0
541,R_6gSEW2z8TD3FAMm,,0,0
542,R_7zROdiW5bgW0nKy,,0,0
543,R_1wyqVNlX09EJTLm,Guided activities in town,1,1
544,R_1fy2rCRIQyJQnsj,,0,0
545,R_72XI6zLVKSd6tur,,0,0
546,R_3aDUtkzDQMc1GaR,,0,0
547,R_5QupopggcBSyKgV,,0,0
548,R_3TtVTddASQPvknd,,0,0
549,R_5EZhYy8vZiinHWQ,,0,0
550,R_5aLgSn8MfNKX5rP,,0,0
551,R_3rZDh6fyHHjHZFl,Nothing really,-1,2
552,R_7Sl9c9jJhRdsJr2,,0,0
553,R_5QiHadJNtjwJ9mh,,0,0
554,R_3cVxmyvaxC5EbEl,,0,0
555,R_7TVbqGTVMDxVe1z,,0,0
556,R_54Hmp94sRzRdOOw,,0,0
557,R_3qqi4H7FIxN4h3z,,0,0
558,R_3GCfdFfU6VQv34o,Sing all the hymn verses please I like them a lot. Better directions to housing - I got lost really easily because the address wasn't accurate.,-1,2
559,R_5BXT8TTYfqX2uci,"I wish I had ideas to make it better, it was excellent with some scheduled activities and some time just to chill. ",1,1
560,R_5DtXIRVHi2bv8Uo,"I think we should have been put into companies. Since there was not many efy councilors the Denver YSA committee could have been the councilors. The goal is for the us to make friends and being in companies helps to get rid of the initial awkwardness of meeting new people. It gives people a space to let their walls down.   For the dance, the instruction was super fun! But the dance itself was not. The music couldâve been adjusted to better accommodate for our taste. At Nauvoo last year it was a councilor who did the music who created a playlist with music that we grew up with and what was currently trending and that was great! ",1,2
561,R_1SxFgjcb1AGsCNc,,0,0
562,R_6bT9Vlhf5nvO62x,,0,0
563,R_6oFSSGMnSOBItup,Have nothing because I did not go,-1,2
564,R_3LFf7P7lnoCoQrm,,0,0
565,R_5PQRNamvXkYLuxB,,0,0
566,R_3dmbSJCZj904cj2,,0,0
567,R_5uV3ToiA9mLkSbL,,0,0
568,R_6Nfsp3FZcV2Zfwv,,0,0
569,R_1kHX30vLTV9Utcc,,0,0
570,R_54NkFasCmrTSBVv,"Better communication in events and panels. What room which speaker is in for every session. I saw the Sis director, then when I went back to see pt 2 from the Bro directorâ¦ it was moved to somewhere else and had no idea until it was too late to move. ",-1,2
571,R_12JRm6GaSaRe5dT,,0,0
572,R_1ByraTbtlyXT0JI,,0,0
573,R_7fHQCO8yiWR2KOZ,"For the dance, my friends and I felt like the DJ interrupted the music too much to talk over the mic. We would have preferred if there was just music and we weren't directed in what to do all the time. ",-1,2
574,R_5n0WxcGkn673IvK,"Those that were not at the hotels did not get breakfast provided. Dinner was good, more lines to manage amount of people ",1,1
575,R_31yi5Orsa9sNuQZ,,0,0
576,R_3Ca5Z1oNgIJ2fPr,,0,0
577,R_3PgyCm9wFrLc0Pa,,0,0
578,R_1pFeKvO5FBtNzLz,,0,0
579,R_3Hcb8gipZaJEuhS,,0,0
580,R_6Lhg8wmgQl8NXlM,,0,0
581,R_37kVgcY0RMpwPWj,,0,0
582,R_1rZJkyez32xPqQP,,0,0
583,R_6nAugbweSB4zW9G,,0,0
584,R_5adFuxYbJnMHJ17,,0,0
585,R_5fCqE7Do86JFQSV,,0,0
586,R_5JjTjTb7lTBPd3B,,0,0
587,R_1BXBoxQVGZOo7RP,,0,0
588,R_1Dd5kYzcuHGvrAh,,0,0
589,R_1mlUVT2G7NBtPYB,,0,0
590,R_5wt3yqn3wOdCreZ,,0,0
591,R_6VgcFPKQvkfwmjd,,0,0
592,R_1gTqw6aBSVv77z1,,0,0
593,R_77QIJ8h1WaOdhMl,,0,0
594,R_1EfKRnR9tzMU9Im,,0,0
595,R_1Ua0YoTmk0kGdzS,,0,0
596,R_7co0Ey5BBkScJoF,,0,0
597,R_7WOTPFb05ugDSzW,,0,0
598,R_73Aii4aMUV6GWYx,,0,0
599,R_6D7LE9nDMqiq7V7,,0,0
600,R_1iT8lSqdypU6H2V,,0,0
601,R_325i10JOEPbfDlp,It felt like during the time I was there people weren't all that excited to be there and stayed close to their groups they came with so it didn't feel like there were a lot of moments to chat with others.,-1,2
602,R_6g8S4oPUKrYpmWl,Nothing,-1,2
603,R_3qkHibUoelmYwzE,,0,0
604,R_6TJSRF0JGLRBMLD,More activities or classes to socialize and make friends with.,1,1
605,R_5ff7JKfyrQSppsi,"Have some sort of organization to the afternoon activities that were done entirely by ourselves and didnât help force any groups together, so meeting new people was harder than it should have been.",-1,2
606,R_6EB7uWdGkN1eWc9,I would make it shorter,-1,0
607,R_3CCvaSedhYZtk02,"A lot of people don't know what all Nauvoo, or the other locations, have to offer. Including a small printout with a list of what is available ie. Historical tours, historical Wagon Rides, oxen rides, carriage rides, all of which offer a free, church history tour, would be a wonderful addition.",1,1
608,R_7tLCzsiJ1YTPmO5,,0,0
609,R_5J2d6j2KkCSP3td,,0,0
610,R_6M9GkbJdMQ9Xsqm,Have a smaller get to know you activities. The big ones got too loud and made it so we couldn't hear or felt uncomfortable. Also have the games organized for those who don't want to dance.,-1,1
611,R_3lzzxA90oqzqJYR,I think it was more fun when we had groups because itâs so hard to meet new people when there are so many there,-1,2
612,R_7menW9sZ8Ndb61i,Nothing,-1,2
613,R_3s5YTn2YPeoqQBs,There was a lot of driving to get to point A to point B then back to point A to point C. I did not like the break the ice games. I think a speed dating with instead of dating friendship dating activity could be good and have a list of questions you could ask if the conversation doesnât flow. I also think if there could be a way to break up by age groups at some point so you can meet people your age. I also felt like it was hard to make friends. There needs to be more intimate setting where you can make friends and get to know people.,-1,0
614,R_50BqBZq9EcrztJk,,0,0
615,R_5bK0c4OXrD8NkZk,,0,0
616,R_67IHvlRCyOkACiZ,The only thing I had a hard time with was finding my service project. I think if there had been some signs or something that would have been helpful.,-1,2
617,R_3AiPzkNyJgrwnGp,,0,0
618,R_7Yl9hCMR3PWFWjP,"Have companies, so that itâs easier to make friends. With that, have reflect and review at nights.  Less scheduled classes, and more time to explore in Nauvoo (at least for the Nauvoo conference) - we met lots of new friends who didnât even know there were things to see in Nauvoo, because they thought they were supposed to be in classes all day.  Shorter variety show. Ours was really long, and a âcome and goâ type situation, which is really disrespectful to the people who have worked so hard to prepare their acts. ",-1,2
619,R_2oFrv6cb5zCDyud,If they would really take the dietary restrictions into thought then that would be great.,-1,0
620,R_6ebnc0TFygmQDY9,More organization and clearer communication,1,1
621,R_1jYD3DI67fjIamJ,,0,0
622,R_50PAACiZXa5UgmI,Maybe more salads fruits and veggies at lunch/ dinner,1,1
623,R_5fjSsVndwlPZa1K,Food  Make it a week long!(monday-Sunday),1,0
624,R_5golvvBpCm6qw9R,"The Carthage bus and communication. I went to Carthage on Thursday. The bus arrived 45 minutes late, this was also after we were told by EFY staff that the bus had already left. We arrive at Carthage and just barely started the tour at 11:45 when a message was sent out that the buses were taking a lunch hour. This wouldâve been fine except the fact that it would mean weâd miss lunch. I reached out to EFY staff and they promised that a bus was still coming for us during that time period and that theyâd set aside lunch for us just in case. Almost 2 hours passed before the bus got us. We didnât get back into Nauvoo until 2:45ish and I had missed my class and my temple session. Overall the communication was poor, especially regarding Carthage.",-1,2
625,R_7LY8hFEp3Rr8f8c,,0,0
626,R_3Yb13dyuAGvkc0p,Perhaps split the ages a bit,-1,0
627,R_3i1j9zXxGh8w2tz,"Put us into companies or groups like we do for FSY. I feel like I met a whole bunch of people surface level, and I would rather meet a smaller group but actually get to know them and get beyond the get to know you questions.",-1,0
628,R_3GvapZfkH6ZqH7P,"I would love it if it was a little bit longer! I felt like I was just getting into it and really enjoying myself and then, bam, it was over. I know since weâre all young adults with jobs and responsibilities and itâs not possible, but in an ideal world the conference would be a week long. Also, at the dance I would play better music, or maybe an actual DJ. ",1,2
629,R_5ifVUIpLBGLGJmg,Keep having it at least once a year and in more historical places like Nauvoo. Maybe five the option of having a longer conference.,-1,1
630,R_1C45C6vYSAoUsut,,0,0
631,R_5Fn0bcLIZojhXrP,"I think it would have been nice if the registration was a little more straightforward. I didn't even know I had to sign up for classes and activities until I got there on the third day. It all worked out fine, but maybe it would have been nice if there was a sign up thing right after the registration online.",-1,2
632,R_6e8IrcZDbIJ5VlL,"&gt;have water clearly available all the time, like a water table next to the snack table &gt;split meals into shifts that people can sign up for to help with lines, seating, and food availability &gt;more low-sugar options at breakfast &gt;have breakout rooms after large workshops to allow for continued discussion  &gt;have coordinated game/other options during dances - games were mostly not a thing at this one &gt;maybe split up the dance - swing in the primary room, slow dancing in the parking lot, line dances in the gym, etc, so there are fewer people in one place and more flexibility  &gt;more interactive workshops &gt;designated quiet spaces in case people need a break, want to study their scriptures, etc &gt;split up speed friending or something like that by interest - a music room, tech room, science room, art room, etc, to make it easier to connect with similar people",-1,1
633,R_6toDZtz9L1nTnKV,"For those who canât attend all the events, it would be nice to have some digital ones that can be done from home.",1,1
634,R_6tKkaqn6QbVAAka,Our room had 8 people with only 5 keys- so that was a pain. More room keys.,-1,2
635,R_3jIjOzKCyHRvnAD,"More communication to people with allergies, and more attempt to ensure there are allergy friendly lunch options.  There was a gluten free table, but other than one question at registration, I heard no mention of options for other allergies or dietary preferences. I have uncommon allergies (tomatoes and corn) which can hide in many dishes and spice blends. I emailed the efysa office and they said they would.alert the caterer, and I heard nothing else. The first day, the only thing I felt comortable eating was a roll, because evergthing else either visibly had tomatoes or corn, or was suspiciously red. The second day I was able to eat one other dish, and the third day I gave up and went home.for lunch. ",-1,2
636,R_3R3QZFFjHdnPknT,"Maybe have more activity options, like rock climbing or something ",-1,1
637,R_67l9amPkhIIAiEV,Honestly the only thing that could have made it better was playing songs that 20 years old like lol,-1,2
638,R_3mITx2RLHhPCnpF,,0,0
639,R_3d6S8FDLvmbTLir,"The speed-friending activity and the two dances were all VERY loud with everyone stuffed in the stake center gym. I'd recommend, at least for speed-friending, splitting into groups. ",-1,1
640,R_12pjthshXfAZCCd,Make it one day longer.,1,2
641,R_60T1mBL3oxnxFDn,Don't allow couples to go,-1,0
642,R_7X9Obji8ymobnhL,"More advance notice about the activity would be preferred. Several people I know were unable to get work off by the time they'd heard about it.  The process of getting everyone to the various church buildings where speakers were was really slow since everyone is going the same direction. Traffic just ends up being terrible. It was better on Friday when there were more places to split off to. Either inviting more speakers to utilize more building every day, or looking at chapels that don't need a left-hand turn to drive to would help a lot. If neither of those can be done, it would be best to increase the expected drive time on the schedule.  I know that for a lot of people, this stuff is basically EFY 2: Electric Boogaloo or whatever. I never did EFY growing up, so all that stuff was a little confusing (say what a out a sandwich?) and I felt kind of left out. Also, my cousin who *did* go to those found it a little triggering. I'm voting all that is maybe left behind going forward.",-1,1
643,R_7LjMi9PTlAIvb0B,Have an age splitâ-18-24 and 25 up for classes and activities. I would also recommend renting out the whole heise swimming area. There were way too many people and kids there at the same time.,-1,1
644,R_1DZK4nFt1rexzWl,Match the schedule that is distributed,1,1
645,R_7NerD6MKfSbOGqQ,Having a formal wear dance would have been fun!,-1,2
646,R_1kGOtbdfy7wjS5t,More comfortable seats,1,1
647,R_3cUgFFlzFHFti4O,"More variety of fun activities, more variety of team activities",1,1
648,R_5QGKMesKTTSu26W,There should be more communication about bus times,-1,1
649,R_5xELeTURDfa5BBw,"The only thing was there was a lot of confusion with the bus to Carthage, so maybe make sure to have busses available to take everyone to Carthage.",-1,0
650,R_7gC4IvkaxJmApq1,,0,0
651,R_7uwUpN5tAJKBH9o,"More organized, details given ahead of time",1,1
652,R_5uKFKLBAZfnqk4h,Getting information out earlier in general. Otherwise please do it again.,-1,1
653,R_6tLHeSyA77PSZKH,Make it *less* like EFY.,-1,0
654,R_5mq00BgbjHEF3sX,,0,0
655,R_7LdL8iwCJGmqRHn,,0,0
656,R_1mAhrzUVnsW5PmV,Nothing,-1,2
657,R_2CkJIggYoUyWvHH,Iâve already stated them in previous boxes. But it was pretty bad. It was a free for all with no structure or planned group activities.,-1,2
658,R_5mf1rJBMYhJCGT8,Maybe find a way so we donât have to travel as far in between activities and classes.,-1,1
659,R_1MyzaYUz5QcOhh2,"A bit more communication before the confrence about how things will work. It all worked out once I got there but as someone who never attended anything like this before it would have been nice to know more about the food, providing my own rides, and rules about purse size, what I needed to bring, ect. Before just having to show up. Maybe it I had gone to efy as a youth I would have known this stuff but I had no clue and was very nervous just having to show up.",-1,2
660,R_139NrIwLsTpDv1i,,0,0
661,R_7i8M0T9pOCetUel,,0,0
662,R_3rwvbjv86hV7UG0,,0,0
663,R_3yp7vrOWGH2ThdA,"Iâm sure there are ways, but I canât think of any! It was a fantastic conference!!",1,0
664,R_7az78XS2wsaetrm,"A huge recommendation for Nauvoo:  Help. The. YSA. Attend. The. Sites.  In my opnion this is the most important part of Nauvoo. While the workshops were influential, deepening your testimony of Joseph and the early Saints is more dire and important. Especially for YSA who have never been to Nauvoo previously. It is obvious our schedules were up to us but I believe the perception of many was that they did not know the Nauvoo church history sites well enough to coordinate tours and visits for themselves. Thatâs a huge suggestion that I have! : create a better way for the YSA in Nauvoo to visit church history in an organized manner. ",1,0
665,R_6NKQGnAL3XolrhL,Having the events closer together or adjusting to accommodate the traffic that we make.,1,2
666,R_1giuLFfui0bNGgN,Not sure,-1,0
667,R_7lho8KTFf7XmvpI,"The communications, especially over email, felt a little strange and could be formatted better.",-1,1
668,R_3DpOKoFhaLk7tEt,It would be better if all of the sessions were in the same location instead of traveling so much during the day.,-1,1
669,R_12fyMNiOHj3DwE9,,0,0
670,R_5D2vtRSQoLMG7KE,,0,0
671,R_1gd8tkWGC1t7pSx,,0,0
672,R_1kH4YyUhurV3fEr,I feel as tho some people were still left out of the fun times and didn't experience the all the blessings of being surrounded by loads of people. We might need more get to know you games to help them.,-1,0
673,R_5PZvw3bQlzvuZ0G,More diversity in the food. More time to hang out and meet people.,1,1
674,R_17XusXdojA6qG8F,Nothing! It was perfect!,1,2
675,R_5uZFelExxvkpcdu,"Make the dorms closer to the main area, there was a lot of driving!",1,2
676,R_375GmWALhvAgL4Z,Have time to meet people in smaller groups. Forced time to meet people haha. Like assigned groups,-1,1
677,R_5hDYlvqeTVlyX34,Check the weather next time for like hesis so people would if it is okay to go,-1,1
678,R_5m3GQOKYLKSUjkN,Less driving. I felt it was inconvenient to drive so much from place to place. The fact that everybody was leaving at the same time made traffic crazy,-1,2
679,R_736jBrByDZ9tM8p,Have activities later in the evening like at the hotel lobbies with snacks/drinks. Everything was closed after 10pm.,-1,1
680,R_1R3zkLwKqVYUfSc,"-Mandatory quiet times in the housing. It was very loud in my room and the hallway, even after midnight. -Use sign ups to gage demand, rather than be locked into going to workshops. First come first serve seating.  -Better transportation between locations. I know there was a bus that was having mechanical problems, but it needed a proper schedule to be effective. You need to know when to expect the bus to be able to make it to different places on time.  -Have a service project that isn't physical labor. -Have more sessions of workshops available.  -Check the credibility of workshop teachers. Dating Your Future Spouse taught some principles that diminish the worth of women.  ",-1,1
681,R_6RxZoqCWSVsEiJ0,,0,0
682,R_3OTrtLWpnaKMRbE,Better food and better carpooling. Tell people who are going to the same classes to gather together before going to the classes. This way they can figure out who exactly needs rides.,-1,1
683,R_3wiC7w6HOx24lVS,"Please treat us like adults, we arenât kids.   ",1,0
684,R_7G738nkJw6SmADv,Nothing it was amazing!! Please do this again next year!!,-1,2
685,R_6J4qHsRsGRuLRyh,I donât really have any recommendations.,-1,1
686,R_6oVVH106rRmSR3P,Have it longer and on the weekend. More opportunities to meet a husband,1,1
687,R_7e6zMF1jxr56iIx,,0,0
688,R_17BEw6uwbTg9KQ5,"The dance was a tragedy. The music was horrible and sometimes inappropriate. Need more songs designed for dancing to, more variety of types of dances, and more slow dance songs. ",-1,2
689,R_6gqMV0vOJ1BtYcN,Have a 5-10 minute break in between break out sessions. Just in case some run over the time and this gives people enough time to go to bathroom/water break and travel to their next destination,-1,1
690,R_69RSz0tlw87yz4J,"Less driving or support in organizing carpools. I came alone and the amount of driving was less than ideal. They should also do more to promote social interaction. They should also provide alternative activities for some of the things. I did not enjoy the concert or dance, because of how loud, heavy, and overstimulating it was. I would have preferred something different to do instead. The classes would also be better if there was more practical steps and direction on specific things to do in life, like steps toward social, professional, or physical goals.",-1,1
691,R_7E3V6JhAK91Wiwb,Honestly I donât have any recommendations,-1,1
692,R_3GBOEANQoVJX3so,If we could have less driving around to diffent places I think it would be a) more time practical and b) less costly. We spent a lot on gas because of so much driving.,-1,0
693,R_7nkqEIjHiHO4Swx,Many of us have 9-5 day jobs. Weekends would be better for activities.,-1,1
694,R_6kRCFI5ePxzEOKl,Driving from places was fun but not a lot of carpooling was happening so the roads were busy.,-1,2
695,R_7o6I50gx9KcAUU6,"Somehow deal with the mic system. I know that it was the locations mic system, but when a mic was really bad, maybe you could have tried swapping that mic with a different one to see if it helped.",-1,2
696,R_5y7czRiZ9Y5lNYZ,"I wish there were more opportunities to talk with other people. It felt like most of the time we were in devotionals or driving, which made it hard to try and make new friends. Also, having to drive all over Idaho Falls was a little tedious. I wish that the devotionals and such had all been in the same spot. And I also wish there had been more activities to do in the afternoon. Specifically activities that allowed you to talk and connect with other people.",-1,2
697,R_7NPOl1xrEHqy96F,"I feel that the Variety show should be shorter and better organized. The audio quality on some of the acts (including my own) suffered. I think coordination can be improved, such as creating time for performers to practice. ",-1,0
698,R_5HA0VX9TcSe0uM4,Better food,1,0
699,R_5t5uaOJ73LyRSjn,,0,0
700,R_6MPZeMUlwh7p2Tf,,0,0
701,R_7xE3oPx0NjEB0ta,,0,0
702,R_5QavyYnmiqo7NWV,DONT PLAN CONFERENCE ACTIVITIES DURING SITE HOURS. Let Nauvoo speak for itself. There were some participants that didnât see a single site or show at Nauvoo because they felt like they needed to be at the conference. Nauvoo is pretty remarkable all on its own without a single class or activity.   The speed friending was really poorly organized. It was too loud and it hurt my head about 5 people in. It was a really fun idea that could have been executed so much better had you split people up into different rooms or even different tables.,-1,2
703,R_6CKssJsDUIqf5lv,Plan out carpooling better or have buses or something for transportation. The traffic would get really congested when switching classes or going somewhere due to the large amount of vehicles,-1,1
704,R_6hyE6bBuxafXJVO,,0,0
705,R_70u7ZHnjsFngKtp,,0,0
706,R_3somnhqQuF5ln4R,It would be amazing if next time all the classes and event could be in the same place! And if the get to know you games were longer or if there was more of them so people have more of a chance to meet lots of people at the beginning of the conference (and throughout the conference).,-1,1
707,R_6IQuxtnGilAlvR2,"Center in the history of the place and the historical cites, plus donât pack the schedule so much. I had to skip most of the stuff for the conference to visit the historical sites around town. There is also no reason to do a dance when you can participate in performances like Sunset in the Mississippi ",-1,1
708,R_6EvfeThginypXmg,"More mingling! The only chances we really had to talk to each other were the opening night icebreakers (which we really didnât get to talk much) and during the service project. Maybe have more opportunities in the beginning of the week so we feel more comfortable with each other by the time of the concert and dance? I also think a different location would be nice where we donât have to drive all over town. It made traffic terrible for everyone, parking was a nightmare, and it made us late sometimes. I feel like the MAC was big enough to host not only the meals but also the breakout sessions. I used up almost a whole tank of gas in only a few days! I would also like more food options because while I appreciate the effort made by the conference to feed us, my digestive system is still working it out lol. More fiber, maybe a salad as a side as well? I love carbs, but I actually missed vegetables! ð ",-1,0
709,R_7mgECbZsdsMPsAW,,0,0
710,R_5sBJsNENiyPXOhx,Have the speakers strive to elevate their lessons to appeal to an older age group.,1,0
711,R_7LhTXaQ1r5k1LSA,"I think if there was some way to make everything closer, and not 30 minutes away from everything, that would be great! Also, testimony meeting was a little rough, so if there was a way to get even smaller groups and tell everyone to keep it short it would be better. I wanted to bear my testimony, but there was way too long of a line. We went 15 minutes over",-1,0
712,R_6ZWyKBeY6CCEsps,,0,0
713,R_7abdow6kh9Tkh1v,"It needed to be better organized. While it is good to give many options for things to do, I think it became too many and people ended up skipping things. There also weren't many good opportunities to meet new people (unless you wanted to yell over a lot of noise at the evening activities).",-1,1
714,R_5QmfcpYJVQnIkcQ,None,-1,0
715,R_5eyo2A4iDY0Mkav,Getting the word out better so more people come and having more activities closer to the main area of the conference.,-1,1
716,R_6s650N5pForz6If,,0,0
717,R_7Mbd8eKDtrjbw3v,None.,-1,0
718,R_3dHugGbVL4fcGwk,N/a,1,0
719,R_1LigFfNC3sM3GGY,Not so late of activities . Give people time to drive home . Start later in the day .,1,1
720,R_7DiIrliGKWSnPyu,"T-shirts, if FSY kids get t-shirts I think we should have got some. Also do the conference in Rexburg since the housing you provided is already in Rexburg it would make travel time a lot better. ",-1,1
721,R_1YJtczhzcUA5FdM,I felt like there was A LOT of traveling from place to place. I felt like it hindered my ability to be able to meet people. By the time you traveled in basically a travel jam to the breakout session it was time for it to start. And just in general TONS of traveling. I also wished the free time activities were closer to the Mountain America Center so we didnât have to travel so far away. Just a lot of gas that needed to be used. I also wasnât a fan of the dance. No real slow songs were played and I was kind of bummed about that. I also felt that the testimony meeting went for too long. ( I think an hour MAX is great. Itâs great that so many want to bear their testimony but people can also bear it to their friends and in their hearts.,-1,0
722,R_3O6LjyVYq3LIMsx,None that I can think of because I wasnât there for a majority of it.,-1,2
723,R_5MmMAVDNMxcLJwI,,0,0
724,R_3aM1F7Ubq71yJcV,"Better food variety, more diverse activities, less busy schedule, less spiritual speakers so we have more time to do activities. I also think it would be beneficial to hold a conference for YSA ages 18-25 and another one for 25-35. ",-1,1
725,R_62n2AqhfwJMnNYt,,0,0
726,R_7KkHFEtNEGTzRJM,"Transportation needs to be better. A lot of people didn't know each other coming in or knew people that were on different schedules. If you wanted more efficient carpool, I would have posters or rooms set up in the MAC with destinations written on them, where people could gather and then split off to actually fill the cars. You could then copy that at each location so less people get left behind/have to drive their own car. I would also build in some extra time (if possible) for construction, which is absolutely insane in almost every city the conference happened in this year. Just my suggestions! ",-1,1
727,R_6ekC89hpMEhW1fH,Split up classes and workshops with activities it was really hard to just sit and listen for 4 hours first thing in the morning.,-1,2
728,R_30BE61tkEZkIzZO,"The overall organization of the conference seemed to be lacking, especially regarding transportation. There wasnât enough time for us to travel between classes because of traffic. There are so many church buildings around Idaho Fallsâwhy did you make us drive across town for each class? And why couldnât we stay in the same building?",-1,0
729,R_1MMIUxEmEY82XvP,5 days instead of 4 !!!,-1,0
730,R_6IyKaDZMLRRezpO,Have the recent converts share their testimony and why they join the church,1,2
731,R_72Axy1LAYwDneHT,I perhaps would have appreciated more organized activities in the afternoon.,-1,1
732,R_6Hot5MKOvItm0I6,I think they offered too many classes. I also wish they had shuttles to take us to and from the St Louis airport.,-1,0
733,R_3reUDuKQFsOGllB,I feel like a little bit more instruction is needed on how to prepare for it as well as a warning on how many roommates or something,-1,1
734,R_716MbMKYM9IRnY1,"I think the more open ended style of efysa is nice, but I did sort of miss the structured groups from my time as a youth. I wonder if maybe having groups of around 20-25 that are supposed to say a prayer together before breakfast and again before bed as well as sharing spiritual experiences from the day might be nice. I understand that a change like that would mean some serious changes in terms of schedule, but I think it would be worth it honestly.",-1,0
735,R_7wlSbJyLdJC5igh,Instead of making the YSA travel to all the different places for the classes. Maybe have the speakers rotate. Or find a location that has rooms big enough and close enough that we donât have to drive. One of the college campuses in town maybe.,-1,1
736,R_3M5MkQhaFn6fBZq,,0,0
737,R_3xRkamhTwjYqNUJ,It would be great to have all the classes on one campus instead of driving around town.,-1,1
738,R_7Qmwj0Vc4GtCCCA,Mingling should be split into smaller groups instead of everyone in one place. This would allow introverts more opportunities to socialize and reduce my own claustrophobia in crowds. I think this could also lead to deeper relationships instead of shallow ones,-1,0
739,R_3xKQq0ZysbQ3bhd,,0,0
740,R_6EMi9mKf3AWAJfS,More group stuff,1,0
741,R_3eVG1WEOe9Ci9Az,,0,0
742,R_1JyN2N5MWHjnoy4,"Have a break out session specifically about applying gospel based principles to dating, preparing for marriage, or preparing for parenthood/being leaders for youth.  Also play more songs I can country swing dance to at the dance, I want more chances to dance with girls ;-)",1,1
743,R_57I5m6DZi6YNjmM,,0,0
744,R_7pXEKa9j3jekpgd,"In registration, try to find out which people are going to be staying up 'partying' until 1:30 AM. Put those people together. I didn't like being kept up at night by my roommates and the people they'd invited.  Ensure that each person has their own bed where they are being housed. Mine did not (unless you include the couch).   It was clear that where I was housed (the Villas) had a very different experience from being at the Old Inn at Nauvoo. Part of it is the nature of the 'Inn' vs. the Villas, but it's clear I would have enjoyed the Inn more than the Villas.   If the bus route is already a part of Nauvoo, getting the bus schedule and planning the conference around that may help. I could just drive myself (despite not really wanting to), but found that I couldn't reliably time the buses.  There was a lot of 'grouping' that happened at the conference I attended. Many came in various groups, or with their own significant others. This is fine, but if their plan is to hang out with their group and not include many others, perhaps it would have been better to have them in the same living spaces. My roommate had his sister in the Inn, while he and someone he drove to the conference were both at the Villas.",-1,2
745,R_7UrnNjEWJ7zYbzX,A longer testimony meeting or smaller groups for testimony meeting to make sure that as many people as possible are able to share,1,1
746,R_1qsFaY3DlRNlGut,Many BYUI students donât attend because they have work and many of the conference activities are during the week and during the time that they work. I think you could double your attendance at least if you shifted most of the activities to Friday evening/Saturday so more peopleâs schedules would be available. For most of my friends they didnât want to pay 50 bucks to attend like 1-2 events because of conflict with their work schedule.,-1,1
747,R_5YrBaP3WJJvGwEH,I canât think of anything right at the moment.,1,2
